data,sku,categoria,regime_verdadeiro,unidades,preco,flag_promocao,temperatura_media
2024-03-08,SKU_02,bebidas,smooth,108.0,12.01,0,28.1
2024-03-09,SKU_02,bebidas,smooth,0.0,11.74,0,24.8
2024-03-10,SKU_02,bebidas,smooth,164.0,11.96,0,30.3
2024-03-11,SKU_02,bebidas,smooth,177.0,11.87,0,27.3
2024-03-12,SKU_02,bebidas,smooth,185.0,11.92,0,27.5
2024-03-13,SKU_02,bebidas,smooth,224.0,11.85,0,26.5
2024-03-14,SKU_02,bebidas,smooth,180.0,11.94,0,27.4
2024-03-15,SKU_02,bebidas,smooth,177.0,12.11,0,29.7
2024-03-16,SKU_02,bebidas,smooth,107.0,11.98,0,28.5
2024-03-17,SKU_02,bebidas,smooth,182.0,11.63,0,29.6
2024-03-18,SKU_02,bebidas,smooth,185.0,11.85,0,29.7
2024-03-19,SKU_02,bebidas,smooth,144.0,11.7,0,31.7
2024-03-20,SKU_02,bebidas,smooth,212.0,10.25,1,28.4
2024-03-21,SKU_02,bebidas,smooth,231.0,10.3,1,26.2
2024-03-22,SKU_02,bebidas,smooth,155.0,12.05,0,31.3
2024-03-23,SKU_02,bebidas,smooth,112.0,11.84,0,28.6
2024-03-24,SKU_02,bebidas,smooth,177.0,12.05,0,31.5
2024-03-25,SKU_02,bebidas,smooth,264.0,11.91,0,30.1
2024-03-26,SKU_02,bebidas,smooth,281.0,11.77,0,29.1
2024-03-27,SKU_02,bebidas,smooth,267.0,12.15,0,30.1
2024-03-28,SKU_02,bebidas,smooth,168.0,12.16,0,33.4
2024-03-29,SKU_02,bebidas,smooth,109.0,12.19,0,33.7
2024-03-30,SKU_02,bebidas,smooth,180.0,11.88,0,29.7
2024-03-31,SKU_02,bebidas,smooth,207.0,12.24,0,29.9
2024-04-01,SKU_02,bebidas,smooth,189.0,11.9,0,31.8
2024-04-02,SKU_02,bebidas,smooth,225.0,12.13,0,28.0
2024-04-03,SKU_02,bebidas,smooth,252.0,11.9,0,30.4
2024-04-04,SKU_02,bebidas,smooth,244.0,10.16,1,29.7
2024-04-05,SKU_02,bebidas,smooth,0.0,9.72,1,30.4
2024-04-06,SKU_02,bebidas,smooth,140.0,11.94,0,28.1
2024-04-07,SKU_02,bebidas,smooth,138.0,12.02,0,26.6
2024-04-08,SKU_02,bebidas,smooth,181.0,11.92,0,25.7
2024-04-09,SKU_02,bebidas,smooth,143.0,12.35,0,27.6
2024-04-10,SKU_02,bebidas,smooth,151.0,11.77,0,29.0
2024-04-11,SKU_02,bebidas,smooth,168.0,11.89,0,29.3
2024-04-12,SKU_02,bebidas,smooth,139.0,11.82,0,33.8
2024-04-13,SKU_02,bebidas,smooth,111.0,11.89,0,32.2
2024-04-14,SKU_02,bebidas,smooth,234.0,10.41,1,28.0
2024-04-15,SKU_02,bebidas,smooth,201.0,12.3,0,30.7
2024-04-16,SKU_02,bebidas,smooth,145.0,11.86,0,29.2
2024-04-17,SKU_02,bebidas,smooth,215.0,11.86,0,29.4
2024-04-18,SKU_02,bebidas,smooth,260.0,11.77,0,30.4
2024-04-19,SKU_02,bebidas,smooth,116.0,12.26,0,31.2
2024-04-20,SKU_02,bebidas,smooth,109.0,12.22,0,29.3
2024-04-21,SKU_02,bebidas,smooth,222.0,11.98,0,32.1
2024-04-22,SKU_02,bebidas,smooth,114.0,11.72,0,27.7
2024-04-23,SKU_02,bebidas,smooth,222.0,11.74,0,30.0
2024-04-24,SKU_02,bebidas,smooth,457.0,12.03,0,35.2
2024-04-25,SKU_02,bebidas,smooth,190.0,12.11,0,30.4
2024-04-26,SKU_02,bebidas,smooth,118.0,11.59,0,32.8
2024-04-27,SKU_02,bebidas,smooth,138.0,11.94,0,30.2
2024-04-28,SKU_02,bebidas,smooth,431.0,10.52,1,31.1
2024-04-29,SKU_02,bebidas,smooth,246.0,11.96,0,29.8
2024-04-30,SKU_02,bebidas,smooth,114.0,12.3,0,29.6
2024-05-01,SKU_02,bebidas,smooth,217.0,12.13,0,28.4
2024-05-02,SKU_02,bebidas,smooth,371.0,11.78,0,30.8
2024-05-03,SKU_02,bebidas,smooth,129.0,11.94,0,28.2
2024-05-04,SKU_02,bebidas,smooth,88.0,11.97,0,31.2
2024-05-05,SKU_02,bebidas,smooth,215.0,11.81,0,32.0
2024-05-06,SKU_02,bebidas,smooth,143.0,11.81,0,30.5
2024-05-07,SKU_02,bebidas,smooth,258.0,12.3,0,29.2
2024-05-08,SKU_02,bebidas,smooth,154.0,11.8,0,30.7
2024-05-09,SKU_02,bebidas,smooth,193.0,12.22,0,29.1
2024-05-10,SKU_02,bebidas,smooth,95.0,11.91,0,31.6
2024-05-11,SKU_02,bebidas,smooth,92.0,11.99,0,26.0
2024-05-12,SKU_02,bebidas,smooth,272.0,12.11,0,29.0
2024-05-13,SKU_02,bebidas,smooth,181.0,11.88,0,25.6
2024-05-14,SKU_02,bebidas,smooth,157.0,12.11,0,26.6
2024-05-15,SKU_02,bebidas,smooth,218.0,9.79,1,32.2
2024-05-16,SKU_02,bebidas,smooth,123.0,12.09,0,31.3
2024-05-17,SKU_02,bebidas,smooth,80.0,11.51,0,28.0
2024-05-18,SKU_02,bebidas,smooth,108.0,11.95,0,26.4
2024-05-19,SKU_02,bebidas,smooth,214.0,12.17,0,23.4
2024-05-20,SKU_02,bebidas,smooth,161.0,12.12,0,28.2
2024-05-21,SKU_02,bebidas,smooth,300.0,11.74,0,34.1
2024-05-22,SKU_02,bebidas,smooth,159.0,11.77,0,30.0
2024-05-23,SKU_02,bebidas,smooth,172.0,11.86,0,28.0
2024-05-24,SKU_02,bebidas,smooth,85.0,12.04,0,30.0
2024-05-25,SKU_02,bebidas,smooth,132.0,11.59,0,25.9
2024-05-26,SKU_02,bebidas,smooth,0.0,12.0,0,28.4
2024-05-27,SKU_02,bebidas,smooth,120.0,12.06,0,29.1
2024-05-28,SKU_02,bebidas,smooth,169.0,11.94,0,28.7
2024-05-29,SKU_02,bebidas,smooth,257.0,12.11,0,30.4
2024-05-30,SKU_02,bebidas,smooth,130.0,12.04,0,29.4
2024-05-31,SKU_02,bebidas,smooth,127.0,11.89,0,30.0
2024-06-01,SKU_02,bebidas,smooth,142.0,11.61,0,27.2
2024-06-02,SKU_02,bebidas,smooth,191.0,12.03,0,30.3
2024-06-03,SKU_02,bebidas,smooth,220.0,11.81,0,31.7
2024-06-04,SKU_02,bebidas,smooth,268.0,11.88,0,26.4
2024-06-05,SKU_02,bebidas,smooth,281.0,12.1,0,26.5
2024-06-06,SKU_02,bebidas,smooth,185.0,12.28,0,30.9
2024-06-07,SKU_02,bebidas,smooth,92.0,11.99,0,27.8
2024-06-08,SKU_02,bebidas,smooth,88.0,12.11,0,30.9
2024-06-09,SKU_02,bebidas,smooth,221.0,11.71,0,27.1
2024-06-10,SKU_02,bebidas,smooth,133.0,12.05,0,30.8
2024-06-11,SKU_02,bebidas,smooth,166.0,11.99,0,28.1
2024-06-12,SKU_02,bebidas,smooth,182.0,12.25,0,28.3
2024-06-13,SKU_02,bebidas,smooth,164.0,11.89,0,30.8
2024-06-14,SKU_02,bebidas,smooth,109.0,11.95,0,26.9
2024-06-15,SKU_02,bebidas,smooth,186.0,12.21,0,25.6
2024-06-16,SKU_02,bebidas,smooth,165.0,11.98,0,26.5
2024-06-17,SKU_02,bebidas,smooth,158.0,11.78,0,28.3
2024-06-18,SKU_02,bebidas,smooth,207.0,12.51,0,24.1
2024-06-19,SKU_02,bebidas,smooth,185.0,11.78,0,28.5
2024-06-20,SKU_02,bebidas,smooth,238.0,11.99,0,26.0
2024-06-21,SKU_02,bebidas,smooth,0.0,12.07,0,29.3
2024-06-22,SKU_02,bebidas,smooth,86.0,12.05,0,22.1
2024-06-23,SKU_02,bebidas,smooth,106.0,11.96,0,25.3
2024-06-24,SKU_02,bebidas,smooth,106.0,11.96,0,23.4
2024-06-25,SKU_02,bebidas,smooth,103.0,11.95,0,25.0
2024-06-26,SKU_02,bebidas,smooth,185.0,11.78,0,27.0
2024-06-27,SKU_02,bebidas,smooth,118.0,12.43,0,26.1
2024-06-28,SKU_02,bebidas,smooth,132.0,11.96,0,25.9
2024-06-29,SKU_02,bebidas,smooth,97.0,12.12,0,25.9
2024-06-30,SKU_02,bebidas,smooth,155.0,11.93,0,26.6
2024-07-01,SKU_02,bebidas,smooth,127.0,11.93,0,24.1
2024-07-02,SKU_02,bebidas,smooth,282.0,10.11,1,27.4
2024-07-03,SKU_02,bebidas,smooth,136.0,11.69,0,27.2
2024-07-04,SKU_02,bebidas,smooth,128.0,11.97,0,26.6
2024-07-05,SKU_02,bebidas,smooth,130.0,11.92,0,26.8
2024-07-06,SKU_02,bebidas,smooth,105.0,12.23,0,26.2
2024-07-07,SKU_02,bebidas,smooth,0.0,9.96,1,29.6
2024-07-08,SKU_02,bebidas,smooth,268.0,10.08,1,25.2
2024-07-09,SKU_02,bebidas,smooth,156.0,11.82,0,24.7
2024-07-10,SKU_02,bebidas,smooth,167.0,12.29,0,23.7
2024-07-11,SKU_02,bebidas,smooth,178.0,10.03,1,23.0
2024-07-12,SKU_02,bebidas,smooth,146.0,12.11,0,22.5
2024-07-13,SKU_02,bebidas,smooth,77.0,12.19,0,23.1
2024-07-14,SKU_02,bebidas,smooth,226.0,11.97,0,24.6
2024-07-15,SKU_02,bebidas,smooth,149.0,11.72,0,25.3
2024-07-16,SKU_02,bebidas,smooth,271.0,9.93,1,24.7
2024-07-17,SKU_02,bebidas,smooth,177.0,12.17,0,22.9
2024-07-18,SKU_02,bebidas,smooth,208.0,11.75,0,26.2
2024-07-19,SKU_02,bebidas,smooth,75.0,12.08,0,25.7
2024-07-20,SKU_02,bebidas,smooth,115.0,12.02,0,23.8
2024-07-21,SKU_02,bebidas,smooth,230.0,12.08,0,22.7
2024-07-22,SKU_02,bebidas,smooth,143.0,12.09,0,25.0
2024-07-23,SKU_02,bebidas,smooth,151.0,11.81,0,24.2
2024-07-24,SKU_02,bebidas,smooth,122.0,11.8,0,20.8
2024-07-25,SKU_02,bebidas,smooth,135.0,12.14,0,23.5
2024-07-26,SKU_02,bebidas,smooth,133.0,11.87,0,24.1
2024-07-27,SKU_02,bebidas,smooth,65.0,11.45,0,21.6
2024-07-28,SKU_02,bebidas,smooth,117.0,12.13,0,23.7
2024-07-29,SKU_02,bebidas,smooth,202.0,11.79,0,20.3
2024-07-30,SKU_02,bebidas,smooth,177.0,12.09,0,25.8
2024-07-31,SKU_02,bebidas,smooth,254.0,12.28,0,25.5
2024-08-01,SKU_02,bebidas,smooth,127.0,12.0,0,22.4
2024-08-02,SKU_02,bebidas,smooth,88.0,12.2,0,23.5
2024-08-03,SKU_02,bebidas,smooth,64.0,12.03,0,17.9
2024-08-04,SKU_02,bebidas,smooth,139.0,12.32,0,20.3
2024-08-05,SKU_02,bebidas,smooth,89.0,11.79,0,21.9
2024-08-06,SKU_02,bebidas,smooth,159.0,12.0,0,20.3
2024-08-07,SKU_02,bebidas,smooth,156.0,12.13,0,23.7
2024-08-08,SKU_02,bebidas,smooth,149.0,11.96,0,26.2
2024-08-09,SKU_02,bebidas,smooth,71.0,12.23,0,19.8
2024-08-10,SKU_02,bebidas,smooth,63.0,11.91,0,20.3
2024-08-11,SKU_02,bebidas,smooth,166.0,12.41,0,22.4
2024-08-12,SKU_02,bebidas,smooth,109.0,12.42,0,25.1
2024-08-13,SKU_02,bebidas,smooth,147.0,12.06,0,19.3
2024-08-14,SKU_02,bebidas,smooth,229.0,12.11,0,22.1
2024-08-15,SKU_02,bebidas,smooth,210.0,12.24,0,25.2
2024-08-16,SKU_02,bebidas,smooth,51.0,11.76,0,18.1
2024-08-17,SKU_02,bebidas,smooth,66.0,11.74,0,18.8
2024-08-18,SKU_02,bebidas,smooth,212.0,10.45,1,20.4
2024-08-19,SKU_02,bebidas,smooth,129.0,12.05,0,20.1
2024-08-20,SKU_02,bebidas,smooth,98.0,11.95,0,22.7
2024-08-21,SKU_02,bebidas,smooth,147.0,12.0,0,21.5
2024-08-22,SKU_02,bebidas,smooth,122.0,11.52,0,17.4
2024-08-23,SKU_02,bebidas,smooth,128.0,11.96,0,21.8
2024-08-24,SKU_02,bebidas,smooth,71.0,11.85,0,19.6
2024-08-25,SKU_02,bebidas,smooth,183.0,12.18,0,23.2
2024-08-26,SKU_02,bebidas,smooth,0.0,10.4,1,19.3
2024-08-27,SKU_02,bebidas,smooth,98.0,12.12,0,19.2
2024-08-28,SKU_02,bebidas,smooth,158.0,12.08,0,21.5
2024-08-29,SKU_02,bebidas,smooth,174.0,11.7,0,21.8
2024-08-30,SKU_02,bebidas,smooth,61.0,12.12,0,21.1
2024-08-31,SKU_02,bebidas,smooth,70.0,12.13,0,16.8
2024-09-01,SKU_02,bebidas,smooth,94.0,12.25,0,21.1
2024-09-02,SKU_02,bebidas,smooth,116.0,12.42,0,17.9
2024-09-03,SKU_02,bebidas,smooth,158.0,11.66,0,20.4
2024-09-04,SKU_02,bebidas,smooth,107.0,11.92,0,17.0
2024-09-05,SKU_02,bebidas,smooth,122.0,11.85,0,20.7
2024-09-06,SKU_02,bebidas,smooth,55.0,12.03,0,18.1
2024-09-07,SKU_02,bebidas,smooth,60.0,12.0,0,17.1
2024-09-08,SKU_02,bebidas,smooth,200.0,11.95,0,21.0
2024-09-09,SKU_02,bebidas,smooth,129.0,12.21,0,20.0
2024-09-10,SKU_02,bebidas,smooth,95.0,11.78,0,18.2
2024-09-11,SKU_02,bebidas,smooth,123.0,11.79,0,22.3
2024-09-12,SKU_02,bebidas,smooth,83.0,11.8,0,18.4
2024-09-13,SKU_02,bebidas,smooth,83.0,10.13,1,19.3
2024-09-14,SKU_02,bebidas,smooth,103.0,11.75,0,19.7
2024-09-15,SKU_02,bebidas,smooth,116.0,11.99,0,17.9
2024-09-16,SKU_02,bebidas,smooth,201.0,11.97,0,20.0
2024-09-17,SKU_02,bebidas,smooth,171.0,10.04,1,17.9
2024-09-18,SKU_02,bebidas,smooth,119.0,12.17,0,18.1
2024-09-19,SKU_02,bebidas,smooth,153.0,11.99,0,21.6
2024-09-20,SKU_02,bebidas,smooth,36.0,12.21,0,16.7
2024-09-21,SKU_02,bebidas,smooth,99.0,10.16,1,13.9
2024-09-22,SKU_02,bebidas,smooth,130.0,12.0,0,21.9
2024-09-23,SKU_02,bebidas,smooth,196.0,11.89,0,23.8
2024-09-24,SKU_02,bebidas,smooth,152.0,12.0,0,17.8
2024-09-25,SKU_02,bebidas,smooth,122.0,10.34,1,14.7
2024-09-26,SKU_02,bebidas,smooth,163.0,11.92,0,17.9
2024-09-27,SKU_02,bebidas,smooth,67.0,12.1,0,17.9
2024-09-28,SKU_02,bebidas,smooth,57.0,11.84,0,18.1
2024-09-29,SKU_02,bebidas,smooth,121.0,12.15,0,16.2
2024-09-30,SKU_02,bebidas,smooth,119.0,11.88,0,19.5
2024-10-01,SKU_02,bebidas,smooth,182.0,12.17,0,19.4
2024-10-02,SKU_02,bebidas,smooth,123.0,12.01,0,15.3
2024-10-03,SKU_02,bebidas,smooth,191.0,10.5,1,19.7
2024-10-04,SKU_02,bebidas,smooth,98.0,11.77,0,22.4
2024-10-05,SKU_02,bebidas,smooth,95.0,11.7,0,18.6
2024-10-06,SKU_02,bebidas,smooth,145.0,11.88,0,17.5
2024-10-07,SKU_02,bebidas,smooth,171.0,11.72,0,17.9
2024-10-08,SKU_02,bebidas,smooth,145.0,11.72,0,19.4
2024-10-09,SKU_02,bebidas,smooth,117.0,12.12,0,14.7
2024-10-10,SKU_02,bebidas,smooth,166.0,12.0,0,18.4
2024-10-11,SKU_02,bebidas,smooth,69.0,11.9,0,17.3
2024-10-12,SKU_02,bebidas,smooth,78.0,11.92,0,21.8
2024-10-13,SKU_02,bebidas,smooth,184.0,11.88,0,17.7
2024-10-14,SKU_02,bebidas,smooth,196.0,12.33,0,21.4
2024-10-15,SKU_02,bebidas,smooth,116.0,11.85,0,15.8
2024-10-16,SKU_02,bebidas,smooth,112.0,11.74,0,19.2
2024-10-17,SKU_02,bebidas,smooth,177.0,12.16,0,18.7
2024-10-18,SKU_02,bebidas,smooth,85.0,11.96,0,16.3
2024-10-19,SKU_02,bebidas,smooth,79.0,12.41,0,18.4
2024-10-20,SKU_02,bebidas,smooth,119.0,11.89,0,20.4
2024-10-21,SKU_02,bebidas,smooth,131.0,12.17,0,17.4
2024-10-22,SKU_02,bebidas,smooth,112.0,12.22,0,14.6
2024-10-23,SKU_02,bebidas,smooth,104.0,11.9,0,18.0
2024-10-24,SKU_02,bebidas,smooth,122.0,11.85,0,16.2
2024-10-25,SKU_02,bebidas,smooth,76.0,12.15,0,17.3
2024-10-26,SKU_02,bebidas,smooth,66.0,12.11,0,17.9
2024-10-27,SKU_02,bebidas,smooth,143.0,11.72,0,14.6
2024-10-28,SKU_02,bebidas,smooth,158.0,11.77,0,14.8
2024-10-29,SKU_02,bebidas,smooth,234.0,9.69,1,19.0
2024-10-30,SKU_02,bebidas,smooth,114.0,12.12,0,17.0
2024-10-31,SKU_02,bebidas,smooth,133.0,11.95,0,13.0
2024-11-01,SKU_02,bebidas,smooth,78.0,11.97,0,19.7
2024-11-02,SKU_02,bebidas,smooth,56.0,11.66,0,18.7
2024-11-03,SKU_02,bebidas,smooth,209.0,9.98,1,16.7
2024-11-04,SKU_02,bebidas,smooth,122.0,11.9,0,15.5
2024-11-05,SKU_02,bebidas,smooth,248.0,11.87,0,19.9
2024-11-06,SKU_02,bebidas,smooth,184.0,12.02,0,18.9
2024-11-07,SKU_02,bebidas,smooth,168.0,12.12,0,23.0
2024-11-08,SKU_02,bebidas,smooth,81.0,12.45,0,19.1
2024-11-09,SKU_02,bebidas,smooth,80.0,12.0,0,19.1
2024-11-10,SKU_02,bebidas,smooth,100.0,12.22,0,18.0
2024-11-11,SKU_02,bebidas,smooth,87.0,11.83,0,20.0
2024-11-12,SKU_02,bebidas,smooth,155.0,9.87,1,19.7
2024-11-13,SKU_02,bebidas,smooth,135.0,11.93,0,21.0
2024-11-14,SKU_02,bebidas,smooth,110.0,9.88,1,17.5
2024-11-15,SKU_02,bebidas,smooth,66.0,12.0,0,17.7
2024-11-16,SKU_02,bebidas,smooth,71.0,11.84,0,17.6
2024-11-17,SKU_02,bebidas,smooth,129.0,11.61,0,20.2
2024-11-18,SKU_02,bebidas,smooth,119.0,12.35,0,21.7
2024-11-19,SKU_02,bebidas,smooth,119.0,11.89,0,17.8
2024-11-20,SKU_02,bebidas,smooth,198.0,11.67,0,17.9
2024-11-21,SKU_02,bebidas,smooth,159.0,12.18,0,19.5
2024-11-22,SKU_02,bebidas,smooth,68.0,11.85,0,18.4
2024-11-23,SKU_02,bebidas,smooth,81.0,12.22,0,20.9
2024-11-24,SKU_02,bebidas,smooth,120.0,11.85,0,14.5
2024-11-25,SKU_02,bebidas,smooth,108.0,11.89,0,17.4
2024-11-26,SKU_02,bebidas,smooth,108.0,12.07,0,17.6
2024-11-27,SKU_02,bebidas,smooth,157.0,12.12,0,14.6
2024-11-28,SKU_02,bebidas,smooth,118.0,12.15,0,17.3
2024-11-29,SKU_02,bebidas,smooth,59.0,11.98,0,17.5
2024-11-30,SKU_02,bebidas,smooth,79.0,12.11,0,19.0
2024-12-01,SKU_02,bebidas,smooth,149.0,12.15,0,21.7
2024-12-02,SKU_02,bebidas,smooth,85.0,12.04,0,19.0
2024-12-03,SKU_02,bebidas,smooth,132.0,11.97,0,17.5
2024-12-04,SKU_02,bebidas,smooth,173.0,11.71,0,19.5
2024-12-05,SKU_02,bebidas,smooth,164.0,12.12,0,21.8
2024-12-06,SKU_02,bebidas,smooth,138.0,12.01,0,17.9
2024-12-07,SKU_02,bebidas,smooth,0.0,11.92,0,18.1
2024-12-08,SKU_02,bebidas,smooth,208.0,12.26,0,21.1
2024-12-09,SKU_02,bebidas,smooth,282.0,11.71,0,19.6
2024-12-10,SKU_02,bebidas,smooth,179.0,12.33,0,21.4
2024-12-11,SKU_02,bebidas,smooth,150.0,12.0,0,20.2
2024-12-12,SKU_02,bebidas,smooth,190.0,12.06,0,21.7
2024-12-13,SKU_02,bebidas,smooth,72.0,11.92,0,18.3
2024-12-14,SKU_02,bebidas,smooth,89.0,11.67,0,20.4
2024-12-15,SKU_02,bebidas,smooth,125.0,11.97,0,20.1
2024-12-16,SKU_02,bebidas,smooth,155.0,12.07,0,18.2
2024-12-17,SKU_02,bebidas,smooth,118.0,12.14,0,17.6
2024-12-18,SKU_02,bebidas,smooth,130.0,11.96,0,22.1
2024-12-19,SKU_02,bebidas,smooth,164.0,11.56,0,20.2
2024-12-20,SKU_02,bebidas,smooth,83.0,11.69,0,18.9
2024-12-21,SKU_02,bebidas,smooth,55.0,12.41,0,20.8
2024-12-22,SKU_02,bebidas,smooth,162.0,9.98,1,23.4
2024-12-23,SKU_02,bebidas,smooth,104.0,12.29,0,16.7
2024-12-24,SKU_02,bebidas,smooth,115.0,11.81,0,18.3
2024-12-25,SKU_02,bebidas,smooth,164.0,11.96,0,19.6
2024-12-26,SKU_02,bebidas,smooth,252.0,10.33,1,24.4
2024-12-27,SKU_02,bebidas,smooth,122.0,11.84,0,22.2
2024-12-28,SKU_02,bebidas,smooth,115.0,12.32,0,23.2
2024-12-29,SKU_02,bebidas,smooth,195.0,12.02,0,19.5
2024-12-30,SKU_02,bebidas,smooth,176.0,12.09,0,19.6
2023-01-01,SKU_03,bebidas,smooth,117.0,13.93,0,22.6
2023-01-02,SKU_03,bebidas,smooth,139.0,13.95,0,20.0
2023-01-03,SKU_03,bebidas,smooth,274.0,12.05,1,23.7
2023-01-04,SKU_03,bebidas,smooth,126.0,13.77,0,24.2
2023-01-05,SKU_03,bebidas,smooth,176.0,14.4,0,18.5
2023-01-06,SKU_03,bebidas,smooth,88.0,11.75,1,19.9
2023-01-07,SKU_03,bebidas,smooth,91.0,14.0,0,22.8
2023-01-08,SKU_03,bebidas,smooth,205.0,11.67,1,22.0
2023-01-09,SKU_03,bebidas,smooth,99.0,13.74,0,22.7
2023-01-10,SKU_03,bebidas,smooth,131.0,13.83,0,21.2
2023-01-11,SKU_03,bebidas,smooth,134.0,13.81,0,24.7
2023-01-12,SKU_03,bebidas,smooth,109.0,13.92,0,24.6
2023-01-13,SKU_03,bebidas,smooth,85.0,13.8,0,23.3
2023-01-14,SKU_03,bebidas,smooth,84.0,14.14,0,25.5
2023-01-15,SKU_03,bebidas,smooth,192.0,11.74,1,24.3
2023-01-16,SKU_03,bebidas,smooth,126.0,13.82,0,21.8
2023-01-17,SKU_03,bebidas,smooth,132.0,13.92,0,24.3
2023-01-18,SKU_03,bebidas,smooth,118.0,14.2,0,21.8
2023-01-19,SKU_03,bebidas,smooth,145.0,14.04,0,25.6
2023-01-20,SKU_03,bebidas,smooth,68.0,13.98,0,23.8
2023-01-21,SKU_03,bebidas,smooth,153.0,13.71,0,23.6
2023-01-22,SKU_03,bebidas,smooth,94.0,13.77,0,22.7
2023-01-23,SKU_03,bebidas,smooth,124.0,13.74,0,26.7
2023-01-24,SKU_03,bebidas,smooth,121.0,14.26,0,24.0
2023-01-25,SKU_03,bebidas,smooth,225.0,14.11,0,23.6
2023-01-26,SKU_03,bebidas,smooth,99.0,13.83,0,23.8
2023-01-27,SKU_03,bebidas,smooth,93.0,13.89,0,25.7
2023-01-28,SKU_03,bebidas,smooth,90.0,13.83,0,25.5
2023-01-29,SKU_03,bebidas,smooth,155.0,13.82,0,25.6
2023-01-30,SKU_03,bebidas,smooth,195.0,14.09,0,25.8
2023-01-31,SKU_03,bebidas,smooth,208.0,13.94,0,29.3
2023-02-01,SKU_03,bebidas,smooth,126.0,14.42,0,24.3
2023-02-02,SKU_03,bebidas,smooth,148.0,14.25,0,24.2
2023-02-03,SKU_03,bebidas,smooth,75.0,12.16,1,23.7
2023-02-04,SKU_03,bebidas,smooth,130.0,12.03,1,26.7
2023-02-05,SKU_03,bebidas,smooth,125.0,13.92,0,27.8
2023-02-06,SKU_03,bebidas,smooth,202.0,12.02,1,25.4
2023-02-07,SKU_03,bebidas,smooth,93.0,13.93,0,24.1
2023-02-08,SKU_03,bebidas,smooth,158.0,14.33,0,24.2
2023-02-09,SKU_03,bebidas,smooth,100.0,14.08,0,27.2
2023-02-10,SKU_03,bebidas,smooth,93.0,14.05,0,27.5
2023-02-11,SKU_03,bebidas,smooth,66.0,14.03,0,27.2
2023-02-12,SKU_03,bebidas,smooth,118.0,14.35,0,24.9
2023-02-13,SKU_03,bebidas,smooth,202.0,13.71,0,26.8
2023-02-14,SKU_03,bebidas,smooth,175.0,14.37,0,26.6
2023-02-15,SKU_03,bebidas,smooth,203.0,13.96,0,26.9
2023-02-16,SKU_03,bebidas,smooth,231.0,13.72,0,28.3
2023-02-17,SKU_03,bebidas,smooth,76.0,13.85,0,27.1
2023-02-18,SKU_03,bebidas,smooth,134.0,13.67,0,28.1
2023-02-19,SKU_03,bebidas,smooth,107.0,14.13,0,27.0
2023-02-20,SKU_03,bebidas,smooth,272.0,11.69,1,27.5
2023-02-21,SKU_03,bebidas,smooth,204.0,11.93,1,28.3
2023-02-22,SKU_03,bebidas,smooth,117.0,14.23,0,24.2
2023-02-23,SKU_03,bebidas,smooth,179.0,13.87,0,26.6
2023-02-24,SKU_03,bebidas,smooth,114.0,13.95,0,26.4
2023-02-25,SKU_03,bebidas,smooth,114.0,13.74,0,26.1
2023-02-26,SKU_03,bebidas,smooth,164.0,13.92,0,26.9
2023-02-27,SKU_03,bebidas,smooth,172.0,14.51,0,30.6
2023-02-28,SKU_03,bebidas,smooth,175.0,14.16,0,25.9
2023-03-01,SKU_03,bebidas,smooth,177.0,13.95,0,29.7
2023-03-02,SKU_03,bebidas,smooth,248.0,11.78,1,24.4
2023-03-03,SKU_03,bebidas,smooth,98.0,13.99,0,27.2
2023-03-04,SKU_03,bebidas,smooth,117.0,14.03,0,28.3
2023-03-05,SKU_03,bebidas,smooth,111.0,13.92,0,29.2
2023-03-06,SKU_03,bebidas,smooth,160.0,14.11,0,29.5
2023-03-07,SKU_03,bebidas,smooth,172.0,11.71,1,29.8
2023-03-08,SKU_03,bebidas,smooth,172.0,13.81,0,27.6
2023-03-09,SKU_03,bebidas,smooth,240.0,14.07,0,27.4
2023-03-10,SKU_03,bebidas,smooth,89.0,13.77,0,30.1
2023-03-11,SKU_03,bebidas,smooth,99.0,14.15,0,28.1
2023-03-12,SKU_03,bebidas,smooth,189.0,14.0,0,26.0
2023-03-13,SKU_03,bebidas,smooth,94.0,13.63,0,26.3
2023-03-14,SKU_03,bebidas,smooth,140.0,14.02,0,26.8
2023-03-15,SKU_03,bebidas,smooth,184.0,13.66,0,29.7
2023-03-16,SKU_03,bebidas,smooth,82.0,14.14,0,29.1
2023-03-17,SKU_03,bebidas,smooth,79.0,13.95,0,30.3
2023-03-18,SKU_03,bebidas,smooth,127.0,14.37,0,28.1
2023-03-19,SKU_03,bebidas,smooth,215.0,14.21,0,29.3
2023-03-20,SKU_03,bebidas,smooth,187.0,13.79,0,30.3
2023-03-21,SKU_03,bebidas,smooth,205.0,13.6,0,28.5
2023-03-22,SKU_03,bebidas,smooth,261.0,11.75,1,30.1
2023-03-23,SKU_03,bebidas,smooth,188.0,13.76,0,27.9
2023-03-24,SKU_03,bebidas,smooth,91.0,14.37,0,28.5
2023-03-25,SKU_03,bebidas,smooth,101.0,14.0,0,28.5
2023-03-26,SKU_03,bebidas,smooth,138.0,14.19,0,27.0
2023-03-27,SKU_03,bebidas,smooth,235.0,13.94,0,30.4
2023-03-28,SKU_03,bebidas,smooth,241.0,13.96,0,28.5
2023-03-29,SKU_03,bebidas,smooth,238.0,13.99,0,29.5
2023-03-30,SKU_03,bebidas,smooth,156.0,14.22,0,30.5
